,name,unit_cogs
11018,KAMIS PSTRAG Z KOPERKIEM,1.56
11019,KAMIS ROZMARYN 15 G,1.44
11020,KAMIS SOL ZIOLOWA 35G,1.64
11021,KNOR ROSOL Z KURY 3LX6 KOSTKI,1.45
11022,KNORR CYNAMON Z WIETNAMU 15 G,1.29
11023,KNORR DELIKAT CZERWONY 200G,6.01
11024,KNORR FIX DO STROGONOFF,3.03
11025,KNORR IMBIR Z NIGERI 15 G,1.29
11026,KNORR KMIN RZYMSKI 15G,1.29
11027,KNORR KURKUMA Z INDI 20 G,1.29
11028,KNORR LISC LAUROWY Z TURCJI 5 G,1.29
11029,KNORR MIESZANKA WEGIERSKA,1.38
11030,KNORR MIESZANKA WLOSKA,1.38
11031,KNORR PAPRYKA OSTRA Z HISZPANI,1.29
11032,KNORR PIEPRZ CZARNY Z WIETNAMU,1.28
11033,KNORR PRZYPRAWA DO MIESA MIELONEGO 23 G,1.38
11034,KNORR ROSOL Z KURY Z LUBCZ.60G,2.53
11035,MARCO-POLO POMIDOR Z RUKOLA 30 G,2.4
11036,MARCO-POLO SMAKI AFRYKI 35 G,1.5
11037,PRYMAT GALKA MUSZKATALOWA 10G,0.7
11038,PRYMAT GOZDZIKI 10G,0.91
11039,PRYMAT GRILL KLASYCZNY,0.9
11040,PRYMAT GRILL ZIOLOWY,0.82
11041,PRYMAT PRZYP.DO KURCZAKA,0.89
11042,PRYMAT PRZYPRAWA DO KURCZAKA PIK,0.99
11043,PRYMAT TZATZIKI PIK.SOS CZOSNKOWY,0.82
11044,PRZYPR.DO ZUP 210G WINIARY,1.65
11045,PRZYPRAWA DO GRILA GALEO 20G,0.84
11046,PRZYPRAWA DO OGORKOW KONSERWOWYCH,0.99
11047,PRZYPRAWA DO RYB CYKORIA 40 G,0.82
11048,PRZYPRAWA.DO OGORKOW KWASZNYCH,0.99
11049,RODZYNKI 100GR SULTANSKIE HELIO,1.49
11050,SEKACZ KAKAOWY 32 G,0.76
11051,WIN KOSTKA MIESNA 60G,1.21
11052,WIN MAGI W PLYNIE 200ML,1.9433333333333305
11053,WIN MAGI W P?YNIE 960 G,6.96
11054,WIN ZIARENKA SMAKU 120G,1.65
12984,APPETITA BAZYLIA  10G,0.99
12985,APPETITA CURRY 20 G,0.99
12986,CUKIER WANILIOWY 32 G CYKORIA,0.39
12987,CUKIER WANILIOWY ZIOLOPEX,0.14
12988,CYKORIA KURKUMA 15 G,0.88
12989,CYKORIA PIEPRZ MIELONY 20 G,0.94
12990,CYKORIA PRZYPRAWA DO KONSERW OGORKOW 45G,1.39
12991,CYKORIA PRZYPRAWA DO KWASZENIA OGOR.45 G,1.39
12992,CYKORIA PRZYPRAWA DO PIERNIKA,0.87
